"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.input_0","Input.input_1","Input.input_2","Input.input_3","Input.input_4","Input.input_5","Input.input_6","Input.input_7","Input.input_8","Input.input_9","Answer.q00","Answer.q01","Answer.q02","Answer.q10","Answer.q11","Answer.q12","Answer.q20","Answer.q21","Answer.q22","Answer.q30","Answer.q31","Answer.q32","Answer.q40","Answer.q41","Answer.q42","Answer.q50","Answer.q51","Answer.q52","Answer.q60","Answer.q61","Answer.q62","Answer.q70","Answer.q71","Answer.q72","Answer.q80","Answer.q81","Answer.q82","Answer.q90","Answer.q91","Answer.q92","Approve","Reject"
"302OLP89DZ11P64WK2FLP1YW6GZCA3","3YO63Q6HK5NV5JVN4VG2KIA4LQCNRW","Context-based Satirical Headline Generation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate the performance of Deep Learning methods to generate satirical headlines, given a context","meaning, semantic, similarity, text, satire, satirical, news, onion, cnn, wikipedia, wiki, funny, tagging, lol, lmao, context","$0.25","Mon Apr 13 16:07:18 PDT 2020","3","BatchId:3992685;OriginalHitTemplateId:928390905;","3600","259200","Mon Apr 20 16:07:18 PDT 2020","","","3OXV7EAXLFKECOU4RYSA4DO6KL236G","AHBEBTY41ZW52","Submitted","Mon Apr 13 16:18:58 PDT 2020","Mon Apr 13 16:21:40 PDT 2020","Thu Apr 16 16:21:40 PDT 2020","","","","162","0% (0/0)","0% (0/0)","0% (0/0)","man in area has n't seen any of his friends","new hellmanns' jason mccain to be interviewed by u.s.","jared scott fogle loses weight after eating subway sandwiches","dying newspaper's editor dies....","officials unveil new $2.5 trillion plan to combat climate change","scientists develop new drug to treat cancer...","Democrats Criticize Trump For Attacking Greta Thunberg Instead Of Praising Her Bravery, Ignoring Her Later","dwayne johnson to host academy awards","parents sit down to discuss how to get to this point","area man has no idea how to get to the airport","1","0","1","0","0","1","1","0","1","0","0","1","1","0","1","1","0","1","1","0","1","0","0","2","1","0","1","1","1","2"
"3IKDQS3DQEUGVONUWQ7Y6ZMFJO4CI7","3YO63Q6HK5NV5JVN4VG2KIA4LQCNRW","Context-based Satirical Headline Generation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate the performance of Deep Learning methods to generate satirical headlines, given a context","meaning, semantic, similarity, text, satire, satirical, news, onion, cnn, wikipedia, wiki, funny, tagging, lol, lmao, context","$0.25","Mon Apr 13 16:07:28 PDT 2020","3","BatchId:3992685;OriginalHitTemplateId:928390905;","3600","259200","Mon Apr 20 16:07:28 PDT 2020","","","39GAF6DQWSU3HBVQ52MZSCP83UF1VD","A3PIU3R3IE6VDW","Submitted","Mon Apr 13 16:16:33 PDT 2020","Mon Apr 13 16:19:56 PDT 2020","Thu Apr 16 16:19:56 PDT 2020","","","","203","0% (0/0)","0% (0/0)","0% (0/0)","hotel guest has heart to remember how much he 's doing","pervert on facebook","nyc officials announce new the onion","surgeon general to be on hand for first time since leaving office","longtime sleepytime man","man who just got to be a little more comfortable with his wife","trump demands mueller fired after he does n't even know what he 's doing","florida prison holds inmates in prison","Bush Bravely Leads 3rd Infantry Into Battle","Bush Disappointed To Learn Chinese Foreign Minister Doesn't Know Karate","1","1","2","1","1","1","1","0","1","1","1","2","0","0","1","1","1","2","1","1","2","1","1","2","1","0","1","1","1","2"
"3ZUE82NE0AVU9UVRE6L81GD4D5RF8D","3YO63Q6HK5NV5JVN4VG2KIA4LQCNRW","Context-based Satirical Headline Generation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate the performance of Deep Learning methods to generate satirical headlines, given a context","meaning, semantic, similarity, text, satire, satirical, news, onion, cnn, wikipedia, wiki, funny, tagging, lol, lmao, context","$0.25","Mon Apr 13 16:07:28 PDT 2020","3","BatchId:3992685;OriginalHitTemplateId:928390905;","3600","259200","Mon Apr 20 16:07:28 PDT 2020","","","3LRLIPTPER3LVOEE2H1L147URQEKAY","A1GV1WGA3W6CLG","Submitted","Mon Apr 13 16:22:19 PDT 2020","Mon Apr 13 16:23:47 PDT 2020","Thu Apr 16 16:23:47 PDT 2020","","","","88","0% (0/0)","0% (0/0)","0% (0/0)","Congress Allocates $500 Million For Development Of Funkier Bass Lines","secretary of transportation admits it 's not a good job","man in line to get out of line of line","Chuck Grassley Accidentally Lies In State For Few Hours After Drifting Off In Capitol Rotunda","god admits to killing god","nation 's first-ever tornado killed in tornado","new netflix deal could cost $1 billion....","congress to make war-torn war","Annoying, Well-Adjusted Friend Even Fucking Meditating Now","boehner worried about how much he 's doing to get into house","1","1","3","1","1","2","0","0","1","1","1","3","1","1","2","1","1","2","1","1","1","1","1","2","1","1","3","1","1","2"
"31YWE12TE06792HT4VZOTNHG6QH7X9","3YO63Q6HK5NV5JVN4VG2KIA4LQCNRW","Context-based Satirical Headline Generation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate the performance of Deep Learning methods to generate satirical headlines, given a context","meaning, semantic, similarity, text, satire, satirical, news, onion, cnn, wikipedia, wiki, funny, tagging, lol, lmao, context","$0.25","Mon Apr 13 16:07:18 PDT 2020","3","BatchId:3992685;OriginalHitTemplateId:928390905;","3600","259200","Mon Apr 20 16:07:18 PDT 2020","","","3AAPLD8UCDBZ8UCF2WP5JHHUNYVHTC","A2ADH36WFL6AK6","Submitted","Mon Apr 13 16:23:32 PDT 2020","Mon Apr 13 16:24:43 PDT 2020","Thu Apr 16 16:24:43 PDT 2020","","","","71","0% (0/0)","0% (0/0)","0% (0/0)","trump : ` i 'm not going to let me go '","obama : ` i 'm not going to let you know what he 's doing '","mother teresa 's death sparks debate about how to get out of touch","noncompete clause in u.s. labor law..","nasa launches new mission to find out what life is doing","area man 's wife still trying to get out of town","New Evidence Suggests Early Humans First Used Fire To Impress Friends","obama delivers speech to students about how to handle midterms","regulation spitefully admits he's not sure how to get out of this","flea market: the big deal..","1","0","1","1","0","1","1","0","1","0","0","1","1","1","2","1","1","2","1","1","3","1","1","2","1","0","1","1","0","1"
"31YWE12TE06792HT4VZOTNHG6QH7X9","3YO63Q6HK5NV5JVN4VG2KIA4LQCNRW","Context-based Satirical Headline Generation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate the performance of Deep Learning methods to generate satirical headlines, given a context","meaning, semantic, similarity, text, satire, satirical, news, onion, cnn, wikipedia, wiki, funny, tagging, lol, lmao, context","$0.25","Mon Apr 13 16:07:18 PDT 2020","3","BatchId:3992685;OriginalHitTemplateId:928390905;","3600","259200","Mon Apr 20 16:07:18 PDT 2020","","","3WQQ9FUS6BO6JXH5Z64E6AI9E84B80","APF1EAZT104LQ","Submitted","Mon Apr 13 16:13:15 PDT 2020","Mon Apr 13 16:15:20 PDT 2020","Thu Apr 16 16:15:20 PDT 2020","","","","125","0% (0/0)","0% (0/0)","0% (0/0)","trump : ` i 'm not going to let me go '","obama : ` i 'm not going to let you know what he 's doing '","mother teresa 's death sparks debate about how to get out of touch","noncompete clause in u.s. labor law..","nasa launches new mission to find out what life is doing","area man 's wife still trying to get out of town","New Evidence Suggests Early Humans First Used Fire To Impress Friends","obama delivers speech to students about how to handle midterms","regulation spitefully admits he's not sure how to get out of this","flea market: the big deal..","0","1","2","1","1","2","1","1","2","1","1","1","1","0","1","1","1","2","1","1","3","1","1","3","1","1","3","1","1","3"
"3421H3BM9ABAS10X2OI7GA07QIQ9JZ","3YO63Q6HK5NV5JVN4VG2KIA4LQCNRW","Context-based Satirical Headline Generation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate the performance of Deep Learning methods to generate satirical headlines, given a context","meaning, semantic, similarity, text, satire, satirical, news, onion, cnn, wikipedia, wiki, funny, tagging, lol, lmao, context","$0.25","Mon Apr 13 16:07:27 PDT 2020","3","BatchId:3992685;OriginalHitTemplateId:928390905;","3600","259200","Mon Apr 20 16:07:27 PDT 2020","","","3AUQQEL7U6N3AMA89JIZE76YY290V9","A194LNJMH7GKUA","Submitted","Mon Apr 13 16:19:46 PDT 2020","Mon Apr 13 16:21:36 PDT 2020","Thu Apr 16 16:21:36 PDT 2020","","","","110","0% (0/0)","0% (0/0)","0% (0/0)","man with no idea how to get into the hands of his wife","stuffed - the new 'dancing with the stars'....","report : majority of americans still have no idea how to get pregnant","candidate just wants to see him in his own hands","Big, Lovable Dog Resolves Crisis In Zaire","man in turkey to be on the way to turkey","New Texas Legislation Would Require Whiskey Bottles To Be Shot Out Of Air Immediately After Being Emptied","Report: Majority Of UFO Abductions Committed By Alien That Person Knows","Everyone In Family Compliments Grandmother On How Small And Feeble Shes Gotten","adulthood spent in the woods","0","0","1","0","0","1","1","1","3","0","0","1","1","1","1","0","0","1","1","1","3","1","1","3","1","0","1","1","0","1"
"3421H3BM9ABAS10X2OI7GA07QIQ9JZ","3YO63Q6HK5NV5JVN4VG2KIA4LQCNRW","Context-based Satirical Headline Generation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate the performance of Deep Learning methods to generate satirical headlines, given a context","meaning, semantic, similarity, text, satire, satirical, news, onion, cnn, wikipedia, wiki, funny, tagging, lol, lmao, context","$0.25","Mon Apr 13 16:07:27 PDT 2020","3","BatchId:3992685;OriginalHitTemplateId:928390905;","3600","259200","Mon Apr 20 16:07:27 PDT 2020","","","3H7Z272LX8132Y2YC0VJ6Z94FCJLPI","A3S0NRESLQUS01","Submitted","Mon Apr 13 16:22:17 PDT 2020","Mon Apr 13 16:24:29 PDT 2020","Thu Apr 16 16:24:29 PDT 2020","","","","132","0% (0/0)","0% (0/0)","0% (0/0)","man with no idea how to get into the hands of his wife","stuffed - the new 'dancing with the stars'....","report : majority of americans still have no idea how to get pregnant","candidate just wants to see him in his own hands","Big, Lovable Dog Resolves Crisis In Zaire","man in turkey to be on the way to turkey","New Texas Legislation Would Require Whiskey Bottles To Be Shot Out Of Air Immediately After Being Emptied","Report: Majority Of UFO Abductions Committed By Alien That Person Knows","Everyone In Family Compliments Grandmother On How Small And Feeble Shes Gotten","adulthood spent in the woods","1","0","1","1","1","2","1","1","2","1","0","1","1","1","2","0","0","1","1","1","1","1","1","3","1","1","2","0","0","1"
"32TMVRKDGNSKBEY2UPPPACGDOFI84I","3YO63Q6HK5NV5JVN4VG2KIA4LQCNRW","Context-based Satirical Headline Generation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate the performance of Deep Learning methods to generate satirical headlines, given a context","meaning, semantic, similarity, text, satire, satirical, news, onion, cnn, wikipedia, wiki, funny, tagging, lol, lmao, context","$0.25","Mon Apr 13 16:07:28 PDT 2020","3","BatchId:3992685;OriginalHitTemplateId:928390905;","3600","259200","Mon Apr 20 16:07:28 PDT 2020","","","3D3VGR7TA197Y7SOJMV8F8F2G8FR31","A194LNJMH7GKUA","Submitted","Mon Apr 13 16:14:46 PDT 2020","Mon Apr 13 16:16:38 PDT 2020","Thu Apr 16 16:16:38 PDT 2020","","","","112","0% (0/0)","0% (0/0)","0% (0/0)","man has been in office for past 30 years","marketing scientists discover new ways to make money","ups guy: 'the guy who saved the world'....","area man 's parking garage opens","police say they still know what to do with the murder of a black man","new jersey congressman worried about diversity in constitution","Study Finds Missionary, In Love Most Popular Porn Search Terms","white house announces plan to get rid of white house","god 's son of god to be born","hillary clinton touts her own personal life as a little as she can","1","0","1","1","1","1","1","1","2","1","0","1","0","0","1","1","1","1","1","1","2","1","1","2","0","1","2","1","1","2"
"3E22YV8GG10R3E7PYB6WV7H346DPNE","3YO63Q6HK5NV5JVN4VG2KIA4LQCNRW","Context-based Satirical Headline Generation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate the performance of Deep Learning methods to generate satirical headlines, given a context","meaning, semantic, similarity, text, satire, satirical, news, onion, cnn, wikipedia, wiki, funny, tagging, lol, lmao, context","$0.25","Mon Apr 13 16:07:28 PDT 2020","3","BatchId:3992685;OriginalHitTemplateId:928390905;","3600","259200","Mon Apr 20 16:07:28 PDT 2020","","","3II4UPYCOK154YFLZWCKNRR9BZ1QDW","A39EZ7V9T25RZO","Submitted","Mon Apr 13 16:10:53 PDT 2020","Mon Apr 13 16:21:34 PDT 2020","Thu Apr 16 16:21:34 PDT 2020","","","","641","100% (10/10)","0% (0/0)","0% (0/0)","graphic artist: 'the world's most wanted'...","man who has n't been able to get to touch with music critic","Midterm Candidates Distancing Selves From United States","report : most of world 's resources still undetected","nations fact check: nato's nuclear program..","ammonia - the new'superfood'....","nation 's first-ever battle with cancer continues","Bush Vows To Do 'That Thing Gore Just Said, Only Better'","report : majority of americans still looking for work","officials warn of possible 'dire' threat from 'terrorists'.","1","0","1","1","0","1","1","1","2","1","1","1","1","0","1","1","1","3","1","0","1","1","1","3","1","0","1","1","1","1"
"3LXX8KJXPW3OTCRUI1ACO6HTPC09OI","3YO63Q6HK5NV5JVN4VG2KIA4LQCNRW","Context-based Satirical Headline Generation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate the performance of Deep Learning methods to generate satirical headlines, given a context","meaning, semantic, similarity, text, satire, satirical, news, onion, cnn, wikipedia, wiki, funny, tagging, lol, lmao, context","$0.25","Mon Apr 13 16:07:28 PDT 2020","3","BatchId:3992685;OriginalHitTemplateId:928390905;","3600","259200","Mon Apr 20 16:07:28 PDT 2020","","","3TUI152ZZCHBC3Z9J3SPMPQ0M2YQ16","A39EZ7V9T25RZO","Submitted","Mon Apr 13 16:10:30 PDT 2020","Mon Apr 13 16:19:38 PDT 2020","Thu Apr 16 16:19:38 PDT 2020","","","","548","100% (10/10)","0% (0/0)","0% (0/0)","eulogy filled with 'good morning'...","New York City Announces Subway Just For Amazon Employees Now","marine corps commander takes office as marine corps commander","Study: Majority Of Americans Fantasize About Other Countries During National Anthem","new fitness app for kids....","report : average american has no idea how to get to the media","Researchers Find Human Beings Naturally Evolved Toward Monogamy And Carrying On Fun Little Flings On Side","man has sex with girl in u.s....","netanyahu admits israel will never be used to cover up hamas","prince 's estate to be closed","1","1","1","1","1","3","1","0","1","1","1","2","1","0","1","1","0","1","1","1","2","1","0","1","1","0","1","1","0","1"
