"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.input_0","Input.input_1","Input.input_2","Input.input_3","Input.input_4","Input.input_5","Input.input_6","Input.input_7","Input.input_8","Input.input_9","Answer.q00","Answer.q01","Answer.q02","Answer.q10","Answer.q11","Answer.q12","Answer.q20","Answer.q21","Answer.q22","Answer.q30","Answer.q31","Answer.q32","Answer.q40","Answer.q41","Answer.q42","Answer.q50","Answer.q51","Answer.q52","Answer.q60","Answer.q61","Answer.q62","Answer.q70","Answer.q71","Answer.q72","Answer.q80","Answer.q81","Answer.q82","Answer.q90","Answer.q91","Answer.q92","Approve","Reject"
"3BCRDCM0ODOIL24HM2F7XF9IF9D6KL","3YO63Q6HK5NV5JVN4VG2KIA4LQCNRW","Context-based Satirical Headline Generation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate the performance of Deep Learning methods to generate satirical headlines, given a context","meaning, semantic, similarity, text, satire, satirical, news, onion, cnn, wikipedia, wiki, funny, tagging, lol, lmao, context","$0.25","Fri Apr 17 04:28:25 PDT 2020","3","BatchId:3998013;OriginalHitTemplateId:928390905;","3600","259200","Fri Apr 24 04:28:25 PDT 2020","","","3AZHRG4CU5EJYD8PP9CTVCEF84Z307","A363NKR14886XG","Approved","Fri Apr 17 04:30:35 PDT 2020","Fri Apr 17 05:15:56 PDT 2020","Mon Apr 20 05:15:56 PDT 2020","Mon Apr 20 05:16:48 PDT 2020","","","2721","100% (65/65)","0% (0/0)","0% (0/0)","man who has n't won a world title in a row","biden to make sure he 's going to be president of the united states","news agency to continue to find all the dead","thai authorities announce plans to shut down covid-19 virus","new york city to host nation 's largest population","mom just wants to know what she 's doing about","study finds women who were first-time victims of rape","nation 's love of being a little more important than michael phelps","from chinese government to help ease tensions...","man who died in building collapse now has to wait for another day","0","0","1","1","1","2","1","0","1","1","1","2","1","1","2","0","0","1","1","0","1","1","1","3","0","0","1","1","0","1"
"3BCRDCM0ODOIL24HM2F7XF9IF9D6KL","3YO63Q6HK5NV5JVN4VG2KIA4LQCNRW","Context-based Satirical Headline Generation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate the performance of Deep Learning methods to generate satirical headlines, given a context","meaning, semantic, similarity, text, satire, satirical, news, onion, cnn, wikipedia, wiki, funny, tagging, lol, lmao, context","$0.25","Fri Apr 17 04:28:25 PDT 2020","3","BatchId:3998013;OriginalHitTemplateId:928390905;","3600","259200","Fri Apr 24 04:28:25 PDT 2020","","","3HVVDCPGTFMLUP24CWTT5HCXEGQYTJ","A1TYMXIYUUUL6F","Approved","Fri Apr 17 04:36:07 PDT 2020","Fri Apr 17 04:37:08 PDT 2020","Mon Apr 20 04:37:08 PDT 2020","Mon Apr 20 04:37:48 PDT 2020","","","61","100% (79/79)","0% (0/0)","0% (0/0)","man who has n't won a world title in a row","biden to make sure he 's going to be president of the united states","news agency to continue to find all the dead","thai authorities announce plans to shut down covid-19 virus","new york city to host nation 's largest population","mom just wants to know what she 's doing about","study finds women who were first-time victims of rape","nation 's love of being a little more important than michael phelps","from chinese government to help ease tensions...","man who died in building collapse now has to wait for another day","0","0","1","1","0","1","1","1","2","1","0","1","1","0","1","0","0","1","1","0","1","1","1","2","1","0","1","1","0","1"
"3BCRDCM0ODOIL24HM2F7XF9IF9D6KL","3YO63Q6HK5NV5JVN4VG2KIA4LQCNRW","Context-based Satirical Headline Generation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate the performance of Deep Learning methods to generate satirical headlines, given a context","meaning, semantic, similarity, text, satire, satirical, news, onion, cnn, wikipedia, wiki, funny, tagging, lol, lmao, context","$0.25","Fri Apr 17 04:28:25 PDT 2020","3","BatchId:3998013;OriginalHitTemplateId:928390905;","3600","259200","Fri Apr 24 04:28:25 PDT 2020","","","3QXNC7EIPJP5DFX56ID3MPH18WC09O","A20XPARTTWNNK2","Approved","Fri Apr 17 05:10:52 PDT 2020","Fri Apr 17 05:11:42 PDT 2020","Mon Apr 20 05:11:42 PDT 2020","Mon Apr 20 05:11:48 PDT 2020","","","50","100% (33/33)","0% (0/0)","0% (0/0)","man who has n't won a world title in a row","biden to make sure he 's going to be president of the united states","news agency to continue to find all the dead","thai authorities announce plans to shut down covid-19 virus","new york city to host nation 's largest population","mom just wants to know what she 's doing about","study finds women who were first-time victims of rape","nation 's love of being a little more important than michael phelps","from chinese government to help ease tensions...","man who died in building collapse now has to wait for another day","0","0","1","1","0","1","1","0","1","1","0","1","1","0","1","0","0","1","1","0","1","1","1","3","1","0","1","1","0","1"
"3Y40HMYLL1C97DTPH3SZ3FV0E49UXZ","3YO63Q6HK5NV5JVN4VG2KIA4LQCNRW","Context-based Satirical Headline Generation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate the performance of Deep Learning methods to generate satirical headlines, given a context","meaning, semantic, similarity, text, satire, satirical, news, onion, cnn, wikipedia, wiki, funny, tagging, lol, lmao, context","$0.25","Fri Apr 17 04:28:25 PDT 2020","3","BatchId:3998013;OriginalHitTemplateId:928390905;","3600","259200","Fri Apr 24 04:28:25 PDT 2020","","","3570Y55XZQDHPKGYSWUM6YX8OMNGYX","A1TYMXIYUUUL6F","Approved","Fri Apr 17 05:22:01 PDT 2020","Fri Apr 17 05:23:11 PDT 2020","Mon Apr 20 05:23:11 PDT 2020","Mon Apr 20 05:23:48 PDT 2020","","","70","100% (79/79)","0% (0/0)","0% (0/0)","white house asks for help in investigation","area man has no idea how to handle car","barr defends decision to kill a child...","mom has to tell her she can still hear this from this one","texas abortion advocates urge abortions to stop abortions","trump vows to bring down coronavirus by now","man worried about being in middle of middle of middle","chinese government shuts down after learning of city 's nuclear arsenal","area man has no idea how to get back on track","nation 's lone lone lone lone","1","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","1","0","0","1"
"3Y40HMYLL1C97DTPH3SZ3FV0E49UXZ","3YO63Q6HK5NV5JVN4VG2KIA4LQCNRW","Context-based Satirical Headline Generation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate the performance of Deep Learning methods to generate satirical headlines, given a context","meaning, semantic, similarity, text, satire, satirical, news, onion, cnn, wikipedia, wiki, funny, tagging, lol, lmao, context","$0.25","Fri Apr 17 04:28:25 PDT 2020","3","BatchId:3998013;OriginalHitTemplateId:928390905;","3600","259200","Fri Apr 24 04:28:25 PDT 2020","","","3I7DHKZYGOUD9WAJ6AJ7DGZ3S2JF5H","A39VVWV1GHLMFD","Approved","Fri Apr 17 05:22:47 PDT 2020","Fri Apr 17 05:25:21 PDT 2020","Mon Apr 20 05:25:21 PDT 2020","Mon Apr 20 05:25:48 PDT 2020","","","154","100% (22/22)","0% (0/0)","0% (0/0)","white house asks for help in investigation","area man has no idea how to handle car","barr defends decision to kill a child...","mom has to tell her she can still hear this from this one","texas abortion advocates urge abortions to stop abortions","trump vows to bring down coronavirus by now","man worried about being in middle of middle of middle","chinese government shuts down after learning of city 's nuclear arsenal","area man has no idea how to get back on track","nation 's lone lone lone lone","1","1","2","1","1","2","1","1","2","1","1","2","1","1","2","1","1","2","1","1","2","1","1","2","1","1","1","1","1","1"
"3Y40HMYLL1C97DTPH3SZ3FV0E49UXZ","3YO63Q6HK5NV5JVN4VG2KIA4LQCNRW","Context-based Satirical Headline Generation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate the performance of Deep Learning methods to generate satirical headlines, given a context","meaning, semantic, similarity, text, satire, satirical, news, onion, cnn, wikipedia, wiki, funny, tagging, lol, lmao, context","$0.25","Fri Apr 17 04:28:25 PDT 2020","3","BatchId:3998013;OriginalHitTemplateId:928390905;","3600","259200","Fri Apr 24 04:28:25 PDT 2020","","","3QAPZX2QN57UDVC6L9YOC29N2Q120X","A20XPARTTWNNK2","Approved","Fri Apr 17 05:08:58 PDT 2020","Fri Apr 17 05:09:59 PDT 2020","Mon Apr 20 05:09:59 PDT 2020","Mon Apr 20 05:10:48 PDT 2020","","","61","100% (33/33)","0% (0/0)","0% (0/0)","white house asks for help in investigation","area man has no idea how to handle car","barr defends decision to kill a child...","mom has to tell her she can still hear this from this one","texas abortion advocates urge abortions to stop abortions","trump vows to bring down coronavirus by now","man worried about being in middle of middle of middle","chinese government shuts down after learning of city 's nuclear arsenal","area man has no idea how to get back on track","nation 's lone lone lone lone","1","0","1","1","1","2","1","1","3","0","0","1","1","1","2","1","1","2","0","0","1","1","0","1","1","0","1","1","0","1"
"3MJ9GGZYO30OROCUN9QFDOPAUSH2AL","3YO63Q6HK5NV5JVN4VG2KIA4LQCNRW","Context-based Satirical Headline Generation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate the performance of Deep Learning methods to generate satirical headlines, given a context","meaning, semantic, similarity, text, satire, satirical, news, onion, cnn, wikipedia, wiki, funny, tagging, lol, lmao, context","$0.25","Fri Apr 17 04:28:25 PDT 2020","3","BatchId:3998013;OriginalHitTemplateId:928390905;","3600","259200","Fri Apr 24 04:28:25 PDT 2020","","","31JLPPHS2VO41U08RUE4LDAX67GO3J","A1TYMXIYUUUL6F","Approved","Fri Apr 17 05:02:24 PDT 2020","Fri Apr 17 05:02:52 PDT 2020","Mon Apr 20 05:02:52 PDT 2020","Mon Apr 20 05:03:48 PDT 2020","","","28","100% (79/79)","0% (0/0)","0% (0/0)","trump turns on tv...","nation 's hospital system now has over 200 million acres of coronavirus","man who has n't been a doctor has been dating someone for 30 years","woman has cancer all over her life","area man just wants to know what he 's doing","cuba demands u.s. help ease its security","trump to be on tv with new prescription hydroclechloroquine","clinton visits africa , africa , africa","trump administration announces plan to send checks to americans who receive them","covid-19 has a new life.","1","1","2","1","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","0","1","0","0","1","1","0","1","1","0","1"
"3MJ9GGZYO30OROCUN9QFDOPAUSH2AL","3YO63Q6HK5NV5JVN4VG2KIA4LQCNRW","Context-based Satirical Headline Generation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate the performance of Deep Learning methods to generate satirical headlines, given a context","meaning, semantic, similarity, text, satire, satirical, news, onion, cnn, wikipedia, wiki, funny, tagging, lol, lmao, context","$0.25","Fri Apr 17 04:28:25 PDT 2020","3","BatchId:3998013;OriginalHitTemplateId:928390905;","3600","259200","Fri Apr 24 04:28:25 PDT 2020","","","3EF8EXOTT2PUQGVWOD8GPOEE9TV1JO","A20XPARTTWNNK2","Approved","Fri Apr 17 05:18:27 PDT 2020","Fri Apr 17 05:19:29 PDT 2020","Mon Apr 20 05:19:29 PDT 2020","Mon Apr 20 05:19:48 PDT 2020","","","62","100% (33/33)","0% (0/0)","0% (0/0)","trump turns on tv...","nation 's hospital system now has over 200 million acres of coronavirus","man who has n't been a doctor has been dating someone for 30 years","woman has cancer all over her life","area man just wants to know what he 's doing","cuba demands u.s. help ease its security","trump to be on tv with new prescription hydroclechloroquine","clinton visits africa , africa , africa","trump administration announces plan to send checks to americans who receive them","covid-19 has a new life.","1","1","2","1","1","2","1","0","1","1","0","1","1","1","2","1","0","1","1","0","1","1","0","1","1","1","2","1","0","1"
"3MJ9GGZYO30OROCUN9QFDOPAUSH2AL","3YO63Q6HK5NV5JVN4VG2KIA4LQCNRW","Context-based Satirical Headline Generation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate the performance of Deep Learning methods to generate satirical headlines, given a context","meaning, semantic, similarity, text, satire, satirical, news, onion, cnn, wikipedia, wiki, funny, tagging, lol, lmao, context","$0.25","Fri Apr 17 04:28:25 PDT 2020","3","BatchId:3998013;OriginalHitTemplateId:928390905;","3600","259200","Fri Apr 24 04:28:25 PDT 2020","","","3U088ZLJVLNGPBADZTNV09PC6XUW07","AALXX2P1V0A41","Approved","Fri Apr 17 04:52:39 PDT 2020","Fri Apr 17 04:53:44 PDT 2020","Mon Apr 20 04:53:44 PDT 2020","Mon Apr 20 04:53:48 PDT 2020","","","65","100% (40/40)","0% (0/0)","0% (0/0)","trump turns on tv...","nation 's hospital system now has over 200 million acres of coronavirus","man who has n't been a doctor has been dating someone for 30 years","woman has cancer all over her life","area man just wants to know what he 's doing","cuba demands u.s. help ease its security","trump to be on tv with new prescription hydroclechloroquine","clinton visits africa , africa , africa","trump administration announces plan to send checks to americans who receive them","covid-19 has a new life.","1","0","1","0","0","1","1","1","1","0","1","3","1","1","3","1","0","1","1","0","1","0","1","2","0","1","2","1","1","1"
"37VUR2VJ6AJ5VIRWOJMSE05T2POC1G","3YO63Q6HK5NV5JVN4VG2KIA4LQCNRW","Context-based Satirical Headline Generation (WARNING: This HIT may contain adult content. Worker discretion is advised.)","Evaluate the performance of Deep Learning methods to generate satirical headlines, given a context","meaning, semantic, similarity, text, satire, satirical, news, onion, cnn, wikipedia, wiki, funny, tagging, lol, lmao, context","$0.25","Fri Apr 17 04:28:25 PDT 2020","3","BatchId:3998013;OriginalHitTemplateId:928390905;","3600","259200","Fri Apr 24 04:28:25 PDT 2020","","","345LHZDEDYMZEZK5NGQDKJ2MOT53UC","A20XPARTTWNNK2","Approved","Fri Apr 17 05:07:10 PDT 2020","Fri Apr 17 05:08:57 PDT 2020","Mon Apr 20 05:08:57 PDT 2020","Mon Apr 20 05:09:48 PDT 2020","","","107","100% (33/33)","0% (0/0)","0% (0/0)","obama : ` i 'm not going to let me go '","biden 's campaign ad features biden as strong as president","model predicts future of world.","man with no idea what he 's going to be in line for next season","lawsuit accuses trump of sexual harassment..","study finds humans may have been unaware of coronavirus","congress'sick of the system'.","settle in for a day.","feds uncover $1.3 billion in offshore drilling...","man who has n't been able to get out of nursing home","1","1","2","1","1","1","1","0","1","1","1","3","1","0","1","1","0","1","1","0","1","1","0","1","1","0","1","1","1","2"
